City,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
24,Bambous Virieux,MU,2020-10-25 15:50:55,-20.34,57.76,75.2,73,75,11.41,shower rain
25,Camargo,MX,2020-10-25 15:50:55,27.67,-105.17,78.87,26,0,5.59,clear sky
26,Punta Arenas,CL,2020-10-25 15:50:56,-53.15,-70.92,42.8,81,75,6.93,broken clouds
27,Busselton,AU,2020-10-25 15:50:57,-33.65,115.33,60.01,53,0,4.65,clear sky
28,Port Hardy,CA,2020-10-25 15:50:58,50.7,-127.42,35.6,80,90,3.36,overcast clouds
29,Rikitea,PF,2020-10-25 15:50:58,-23.12,-134.97,71.83,88,100,19.01,moderate rain
30,Port Alfred,ZA,2020-10-25 15:51:00,-33.59,26.89,67.95,74,42,11.43,scattered clouds
31,Aksum,ET,2020-10-25 15:51:00,14.12,38.72,65.95,28,66,7.85,broken clouds
32,Cape Town,ZA,2020-10-25 15:49:55,-33.93,18.42,68.0,60,20,23.04,few clouds
33,Klaksvik,FO,2020-10-25 15:51:01,62.23,-6.59,44.6,93,100,1.12,overcast clouds
34,Timiryazevskoye,RU,2020-10-25 15:51:02,56.49,84.88,28.99,86,75,11.18,light shower snow
35,Yellowknife,CA,2020-10-25 15:50:01,62.46,-114.35,25.0,92,75,4.7,light snow
36,Saskylakh,RU,2020-10-25 15:51:04,71.92,114.08,9.73,94,100,13.87,overcast clouds
37,Jardim,BR,2020-10-25 15:51:05,-21.48,-56.14,94.73,43,7,7.25,clear sky
38,Shiloh,US,2020-10-25 15:51:06,38.56,-89.9,48.2,70,90,6.93,overcast clouds
39,Thompson,CA,2020-10-25 15:51:06,55.74,-97.86,23.0,92,90,6.93,light snow
40,Cayenne,GF,2020-10-25 15:51:07,4.93,-52.33,89.6,55,40,11.41,scattered clouds
41,Aksarka,RU,2020-10-25 15:51:09,66.56,67.8,11.73,96,94,8.61,overcast clouds
42,Provideniya,RU,2020-10-25 15:51:10,64.38,-173.3,31.89,95,35,5.77,scattered clouds
43,Bluff,NZ,2020-10-25 15:51:10,-46.6,168.33,45.0,96,100,9.46,overcast clouds
44,Qingdao,CN,2020-10-25 15:51:11,36.1,120.37,50.0,87,36,4.47,scattered clouds
45,Alekseyevka,RU,2020-10-25 15:51:12,50.63,38.69,50.99,70,8,5.19,clear sky
46,Arraial Do Cabo,BR,2020-10-25 15:51:12,-22.97,-42.03,77.0,69,40,24.16,scattered clouds
47,Twin Falls,US,2020-10-25 15:51:14,42.35,-114.64,25.0,79,90,4.7,overcast clouds
48,Dongsheng,CN,2020-10-25 15:51:15,39.82,109.98,47.32,47,95,12.77,overcast clouds
49,Glendive,US,2020-10-25 15:51:15,47.11,-104.71,10.4,85,90,6.93,overcast clouds
50,Yulara,AU,2020-10-25 15:51:15,-25.24,130.99,66.2,29,5,10.29,clear sky
51,Kartaly,RU,2020-10-25 15:51:16,53.05,60.65,46.44,86,100,6.73,light rain
52,Vaini,TO,2020-10-25 15:51:17,-21.2,-175.2,73.4,88,75,10.29,light rain
53,Kruisfontein,ZA,2020-10-25 15:51:18,-34.0,24.73,69.01,67,64,4.0,broken clouds
54,Mataura,NZ,2020-10-25 15:51:18,-46.19,168.86,45.0,96,100,2.57,light rain
55,Qaanaaq,GL,2020-10-25 15:51:20,77.48,-69.36,14.09,82,65,14.16,broken clouds
56,East Stroudsburg,US,2020-10-25 15:50:50,41.0,-75.18,46.99,68,100,1.01,overcast clouds
57,Rio Grande,BR,2020-10-25 15:50:30,-32.03,-52.1,79.0,72,100,5.99,overcast clouds
58,Castro,BR,2020-10-25 15:51:21,-24.79,-50.01,75.38,65,3,3.87,clear sky
59,Mysliborz,PL,2020-10-25 15:51:22,52.92,14.87,55.99,74,70,1.99,broken clouds
60,Cherskiy,RU,2020-10-25 15:51:26,68.75,161.3,12.85,96,99,1.14,overcast clouds
61,Abu Kamal,SY,2020-10-25 15:51:28,34.45,40.92,73.96,19,45,5.82,scattered clouds
62,Naantali,FI,2020-10-25 15:51:29,60.47,22.02,46.4,93,90,6.93,light intensity drizzle
63,Dembi Dolo,ET,2020-10-25 15:51:29,8.53,34.8,61.56,98,30,2.53,light rain
64,Santana,BR,2020-10-25 15:51:30,-0.06,-51.18,95.0,53,40,10.29,scattered clouds
65,Albany,US,2020-10-25 15:51:30,42.6,-73.97,46.99,67,47,6.17,scattered clouds
66,Torbay,CA,2020-10-25 15:51:31,47.67,-52.73,48.99,100,90,20.8,mist
67,Kapuskasing,CA,2020-10-25 15:51:31,49.42,-82.43,23.0,79,75,2.24,broken clouds
68,Hilo,US,2020-10-25 15:51:32,19.73,-155.09,75.2,88,90,6.53,overcast clouds
69,Butaritari,KI,2020-10-25 15:51:34,3.07,172.79,80.91,72,100,9.86,overcast clouds
70,Comodoro Rivadavia,AR,2020-10-25 15:51:35,-45.87,-67.5,64.4,31,20,25.28,few clouds
71,Cananeia,BR,2020-10-25 15:51:35,-25.01,-47.93,76.64,77,63,7.56,broken clouds
72,Constitucion,CL,2020-10-25 15:51:36,-35.33,-72.42,59.81,53,0,12.97,clear sky
73,Semenyih,MY,2020-10-25 15:51:38,2.95,101.84,81.0,88,20,4.7,few clouds
74,Shahrud,IR,2020-10-25 15:51:39,36.42,54.98,57.74,37,0,1.66,clear sky
75,Longyearbyen,SJ,2020-10-25 15:51:41,78.22,15.64,28.4,74,75,10.29,broken clouds
76,Baglung,NP,2020-10-25 15:51:42,28.27,83.59,62.02,41,0,5.79,clear sky
77,Ambon,ID,2020-10-25 15:51:44,-3.7,128.18,78.01,15,22,2.82,few clouds
78,Carnarvon,AU,2020-10-25 15:51:46,-24.87,113.63,69.8,88,90,17.22,overcast clouds
79,Victoria,HK,2020-10-25 15:51:47,22.29,114.16,75.99,80,95,1.01,light rain
80,Tabou,CI,2020-10-25 15:51:48,4.42,-7.35,81.37,77,52,8.66,broken clouds
81,Plouzane,FR,2020-10-25 15:51:49,48.38,-4.62,53.6,71,40,16.11,scattered clouds
82,Broome,US,2020-10-25 15:51:50,42.25,-75.83,44.01,69,80,1.99,broken clouds
83,Evensk,RU,2020-10-25 15:51:51,61.95,159.23,33.04,89,100,13.49,overcast clouds
84,Kapaa,US,2020-10-25 15:51:53,22.08,-159.32,77.5,75,3,3.74,clear sky
85,Pincher Creek,CA,2020-10-25 15:51:54,49.48,-113.95,3.99,76,1,6.93,clear sky
86,Christchurch,NZ,2020-10-25 15:49:54,-43.53,172.63,55.99,93,78,13.87,broken clouds
87,Bengkulu,ID,2020-10-25 15:51:56,-3.8,102.27,75.83,87,100,4.12,light rain
88,Sawtell,AU,2020-10-25 15:51:57,-30.38,153.1,62.6,93,90,5.82,moderate rain
89,Irbil,IQ,2020-10-25 15:48:16,36.19,44.01,75.2,13,100,2.24,overcast clouds
90,Port Blair,IN,2020-10-25 15:49:11,11.67,92.75,79.93,82,60,8.61,moderate rain
91,Uzhur,RU,2020-10-25 15:52:01,55.3,89.83,26.44,80,96,6.31,overcast clouds
92,Talnakh,RU,2020-10-25 15:52:03,69.49,88.4,7.21,94,100,7.27,overcast clouds
93,Kaitangata,NZ,2020-10-25 15:52:05,-46.28,169.85,46.99,97,100,5.01,light rain
94,Shenjiamen,CN,2020-10-25 15:52:06,29.96,122.3,63.75,67,1,6.11,clear sky
95,Hithadhoo,MV,2020-10-25 15:52:07,-0.6,73.08,83.53,71,37,5.06,scattered clouds
96,Vila Velha,BR,2020-10-25 15:52:07,-20.33,-40.29,77.0,88,75,4.7,light rain
97,Santa Rosa,PH,2020-10-25 15:52:08,14.31,121.11,78.8,88,90,17.22,heavy intensity rain
98,Saint-Francois,FR,2020-10-25 15:52:11,46.42,3.91,54.0,93,0,6.93,clear sky
99,Kuminskiy,RU,2020-10-25 15:52:11,58.67,66.57,34.5,98,100,3.85,overcast clouds
100,Chokurdakh,RU,2020-10-25 15:52:12,70.63,147.92,8.01,94,3,11.25,clear sky
101,Maceio,BR,2020-10-25 15:49:53,-9.67,-35.74,87.8,66,40,14.99,scattered clouds
102,Mandalgovi,MN,2020-10-25 15:52:15,45.76,106.27,31.98,72,0,20.4,clear sky
103,Fortuna,US,2020-10-25 15:52:15,40.6,-124.16,48.0,100,90,4.7,overcast clouds
104,North Battleford,CA,2020-10-25 15:51:27,52.78,-108.28,21.2,57,90,12.75,overcast clouds
105,Sakaiminato,JP,2020-10-25 15:52:17,35.55,133.23,51.8,93,75,5.82,broken clouds
106,Nagato,JP,2020-10-25 15:52:19,34.38,131.2,60.8,63,0,4.7,clear sky
107,Maldonado,UY,2020-10-25 15:51:45,-34.67,-54.92,79.0,69,75,12.75,broken clouds
108,Bilma,NE,2020-10-25 15:52:21,18.69,12.92,85.32,14,0,4.5,clear sky
109,Marawi,PH,2020-10-25 15:52:21,8.0,124.29,75.0,93,100,1.01,moderate rain
110,Mbandaka,CD,2020-10-25 15:52:22,0.05,18.26,79.59,83,76,1.03,broken clouds
111,Skjervoy,NO,2020-10-25 15:52:22,70.03,20.97,39.2,75,75,23.04,broken clouds
112,Darhan,MN,2020-10-25 15:52:23,49.49,105.92,26.56,96,100,11.97,snow
113,Palu,ID,2020-10-25 15:52:24,-0.89,119.87,76.84,80,67,1.19,broken clouds
114,Te Anau,NZ,2020-10-25 15:52:25,-45.42,167.72,44.55,91,100,3.94,overcast clouds
115,Lora Del Rio,ES,2020-10-25 15:52:25,37.66,-5.53,68.0,64,75,17.22,broken clouds
116,Batagay-Alyta,RU,2020-10-25 15:52:25,67.8,130.41,7.84,85,0,4.76,clear sky
117,Kloulklubed,PW,2020-10-25 15:52:26,7.04,134.26,77.0,94,75,5.59,broken clouds
118,Brae,GB,2020-10-25 15:49:07,60.4,-1.35,50.0,76,40,20.8,shower rain
119,Fort Nelson,CA,2020-10-25 15:52:27,58.81,-122.7,12.2,78,40,5.82,scattered clouds
120,Tasiilaq,GL,2020-10-25 15:50:59,65.61,-37.64,32.0,97,100,8.05,overcast clouds
121,Bethel,US,2020-10-25 15:52:30,41.37,-73.41,48.99,51,1,11.41,clear sky
122,Riyadh,SA,2020-10-25 15:52:31,24.69,46.72,80.6,28,0,7.49,clear sky
123,Rudnya,RU,2020-10-25 15:52:32,54.95,31.09,50.0,87,75,2.24,broken clouds
124,Ancud,CL,2020-10-25 15:52:33,-41.87,-73.82,55.0,71,75,8.05,broken clouds
125,Cooma,AU,2020-10-25 15:52:35,-36.23,149.13,41.0,100,90,16.11,overcast clouds
126,Souillac,MU,2020-10-25 15:52:36,-20.52,57.52,75.2,73,75,11.41,shower rain
127,Summerland,CA,2020-10-25 15:52:37,49.6,-119.67,26.6,58,75,5.82,broken clouds
128,Saint-Pierre,RE,2020-10-25 15:52:38,-21.34,55.48,75.2,64,20,14.99,few clouds
129,Usinsk,RU,2020-10-25 15:52:38,65.99,57.53,22.98,98,100,6.24,light snow
130,Pevek,RU,2020-10-25 15:52:39,69.7,170.31,26.13,96,99,5.32,overcast clouds
131,Zhangye,CN,2020-10-25 15:52:40,38.93,100.45,42.67,57,23,1.95,few clouds
132,Vestmannaeyjar,IS,2020-10-25 15:52:41,63.44,-20.27,44.6,52,75,11.41,broken clouds
133,Mujiayingzi,CN,2020-10-25 15:52:42,42.12,118.78,45.84,53,13,1.79,few clouds
134,Rawson,AR,2020-10-25 15:52:43,-43.3,-65.1,65.98,26,0,20.83,clear sky
135,Verkhnyaya Inta,RU,2020-10-25 15:52:44,65.98,60.31,20.48,93,100,10.13,overcast clouds
136,Jamestown,US,2020-10-25 15:51:53,42.1,-79.24,45.0,69,75,8.05,broken clouds
137,Methoni,GR,2020-10-25 15:52:46,36.82,21.7,71.01,68,20,6.93,few clouds
138,Paita,PE,2020-10-25 15:52:47,-5.09,-81.11,73.4,78,0,5.82,clear sky
139,Sungaipenuh,ID,2020-10-25 15:52:48,-2.08,101.38,65.64,91,100,1.34,light rain
140,Lazaro Cardenas,MX,2020-10-25 15:52:49,17.96,-102.2,85.44,71,68,2.39,broken clouds
141,Bogande,BF,2020-10-25 15:52:49,12.97,-0.14,98.13,10,69,8.5,broken clouds
142,North Auburn,US,2020-10-25 15:52:50,38.93,-121.08,55.0,87,90,4.7,overcast clouds
143,Lake Havasu City,US,2020-10-25 15:52:35,34.48,-114.32,75.2,33,1,14.99,clear sky
144,Saint-Philippe,RE,2020-10-25 15:52:53,-21.36,55.77,75.2,64,20,14.99,few clouds
145,Dunedin,NZ,2020-10-25 15:51:10,-45.87,170.5,48.99,89,100,8.46,overcast clouds
146,Lebu,CL,2020-10-25 15:52:54,-37.62,-73.65,54.27,57,0,7.05,clear sky
147,Kodiak,US,2020-10-25 15:52:54,57.79,-152.41,46.4,93,90,5.82,light rain
148,Oranjemund,NA,2020-10-25 15:52:55,-28.55,16.43,61.47,77,46,19.84,scattered clouds
149,Portland,US,2020-10-25 15:48:42,45.52,-122.68,39.0,40,20,21.92,few clouds
150,Tuktoyaktuk,CA,2020-10-25 15:52:58,69.45,-133.04,24.8,92,75,29.97,light snow
151,Clyde River,CA,2020-10-25 15:51:07,70.47,-68.59,19.4,79,90,10.29,overcast clouds
152,Edgewater,US,2020-10-25 15:49:40,28.99,-80.9,86.0,74,75,3.36,broken clouds
153,Faya,SA,2020-10-25 15:53:01,18.39,42.45,69.8,49,20,10.29,few clouds
154,Hermanus,ZA,2020-10-25 15:53:01,-34.42,19.23,62.01,81,97,4.0,overcast clouds
155,Namatanai,PG,2020-10-25 15:53:02,-3.67,152.43,78.12,85,100,3.56,overcast clouds
156,Vao,NC,2020-10-25 15:53:04,-22.67,167.48,71.53,82,8,14.12,clear sky
157,Muroto,JP,2020-10-25 15:53:06,33.28,134.15,63.84,56,82,5.01,broken clouds
158,Presidencia Roque Saenz Pena,AR,2020-10-25 15:48:42,-26.79,-60.44,100.0,36,0,4.0,clear sky
159,Nikolskoye,RU,2020-10-25 15:53:09,59.7,30.79,42.8,87,90,2.19,overcast clouds
160,La Crosse,US,2020-10-25 15:52:31,43.8,-91.24,33.8,59,90,8.05,overcast clouds
161,Komsomolskiy,UZ,2020-10-25 15:53:11,40.43,71.72,48.2,57,0,6.93,mist
162,Dawson,US,2020-10-25 15:53:11,31.77,-84.45,71.6,83,90,5.82,overcast clouds
163,Kaeo,NZ,2020-10-25 15:53:12,-35.1,173.78,55.0,94,24,3.74,few clouds
164,Jalu,LY,2020-10-25 15:53:14,29.03,21.55,73.38,37,0,8.55,clear sky
165,Pacific Grove,US,2020-10-25 15:53:15,36.62,-121.92,59.0,87,90,3.36,overcast clouds
166,Flinders,AU,2020-10-25 15:53:17,-34.58,150.86,57.99,92,100,8.99,light rain
167,Tilichiki,RU,2020-10-25 15:53:19,60.47,166.1,28.78,98,43,6.38,scattered clouds
168,Oksfjord,NO,2020-10-25 15:53:20,70.24,22.35,39.2,93,75,23.04,broken clouds
169,Sangmelima,CM,2020-10-25 15:53:21,2.93,11.98,73.17,95,100,2.91,light rain
170,Dawlatabad,AF,2020-10-25 15:53:21,36.41,64.91,51.19,45,0,6.91,clear sky
171,Angoche,MZ,2020-10-25 15:53:23,-16.23,39.91,78.37,77,3,10.02,clear sky
172,Sur,OM,2020-10-25 15:53:24,22.57,59.53,75.96,52,0,7.09,clear sky
173,Coihaique,CL,2020-10-25 15:53:25,-45.58,-72.07,51.8,64,40,12.75,scattered clouds
174,Guasdualito,VE,2020-10-25 15:53:26,7.24,-70.73,86.77,67,84,5.1,light rain
175,Makushino,RU,2020-10-25 15:53:27,55.21,67.24,41.92,94,99,5.35,light rain
176,Upernavik,GL,2020-10-25 15:52:23,72.79,-56.15,14.65,77,26,4.74,scattered clouds
177,Karaton,ID,2020-10-25 15:53:28,-6.34,106.1,81.0,88,20,6.93,few clouds
178,Hereford,GB,2020-10-25 15:53:29,52.06,-2.71,50.0,92,84,10.49,moderate rain
179,Ribeira Grande,PT,2020-10-25 15:53:30,38.52,-28.7,69.8,68,75,12.75,broken clouds
180,Amuntai,ID,2020-10-25 15:53:31,-2.42,115.25,76.98,93,91,1.52,overcast clouds
181,Labytnangi,RU,2020-10-25 15:53:33,66.66,66.42,12.85,95,100,14.74,light snow
182,Kupang,ID,2020-10-25 15:53:34,-10.17,123.58,80.64,80,70,6.8,broken clouds
183,Pokhara,NP,2020-10-25 15:51:06,28.23,83.98,66.67,32,0,5.53,clear sky
184,Shingu,JP,2020-10-25 15:53:36,33.73,135.98,51.13,66,49,6.78,scattered clouds
185,Harrisonburg,US,2020-10-25 15:50:43,38.45,-78.87,46.0,100,90,5.82,overcast clouds
186,Tambovka,RU,2020-10-25 15:53:39,50.1,128.05,33.8,64,0,6.96,clear sky
187,Vila Franca Do Campo,PT,2020-10-25 15:53:39,37.72,-25.43,68.0,64,40,12.75,shower rain
188,Pleven,BG,2020-10-25 15:53:39,43.42,24.62,57.2,87,90,2.24,mist
189,Rizhao,CN,2020-10-25 15:53:40,35.43,119.46,56.98,76,50,2.71,scattered clouds
190,Pisco,PE,2020-10-25 15:53:41,-13.7,-76.22,66.2,77,0,9.17,clear sky
191,Dickinson,US,2020-10-25 15:53:43,29.46,-95.05,71.01,83,90,6.93,mist
192,Spearfish,US,2020-10-25 15:49:42,44.49,-103.86,10.0,78,90,9.17,haze
193,Manokwari,ID,2020-10-25 15:53:45,-0.87,134.08,78.58,79,28,4.52,scattered clouds
194,Wuhu,CN,2020-10-25 15:53:46,31.34,118.38,51.8,100,29,2.24,mist
195,Tessalit,ML,2020-10-25 15:53:47,20.2,1.01,95.04,10,0,18.63,clear sky
196,Champerico,GT,2020-10-25 15:53:48,14.3,-91.92,82.4,78,90,6.33,overcast clouds
197,Gerash,IR,2020-10-25 15:53:49,27.67,54.14,75.2,22,0,4.7,clear sky
198,Isangel,VU,2020-10-25 15:53:50,-19.55,169.27,72.86,80,1,8.41,clear sky
199,Trabzon,TR,2020-10-25 15:53:51,40.92,39.83,66.2,72,0,2.24,clear sky
200,Nanortalik,GL,2020-10-25 15:53:52,60.14,-45.24,35.17,87,100,22.64,light rain
201,Bajitpur,BD,2020-10-25 15:53:54,24.22,90.95,76.69,86,0,1.83,clear sky
202,Sola,VU,2020-10-25 15:53:55,-13.88,167.55,79.56,83,91,18.61,light rain
203,Garowe,SO,2020-10-25 15:53:55,8.41,48.48,86.76,31,1,1.03,clear sky
204,San Juan,AR,2020-10-25 15:53:57,-31.54,-68.54,72.91,30,29,24.07,scattered clouds
205,Aklavik,CA,2020-10-25 15:53:58,68.22,-135.01,28.4,92,90,3.36,light snow
206,Fort Dodge,US,2020-10-25 15:49:00,42.5,-94.17,30.2,92,90,9.17,mist
207,Prince Rupert,CA,2020-10-25 15:54:01,54.32,-130.32,37.4,64,90,3.31,overcast clouds
208,Geraldton,AU,2020-10-25 15:54:02,-28.77,114.6,66.2,82,0,5.82,clear sky
209,Cameron Park,US,2020-10-25 15:54:04,38.67,-120.99,53.01,94,84,2.26,broken clouds
210,Inyonga,TZ,2020-10-25 15:54:05,-6.72,32.07,79.74,42,62,2.17,broken clouds
211,Aswan,EG,2020-10-25 15:54:07,24.09,32.91,82.9,22,0,9.73,clear sky
212,Petropavlovsk-Kamchatskiy,RU,2020-10-25 15:54:08,53.05,158.65,37.4,100,90,4.47,light intensity shower rain
213,Pirai Do Sul,BR,2020-10-25 15:54:09,-24.53,-49.95,81.0,70,0,1.99,clear sky
214,Waipawa,NZ,2020-10-25 15:54:10,-41.41,175.52,60.8,87,19,20.8,few clouds
215,Rio Gallegos,AR,2020-10-25 15:54:11,-51.62,-69.22,48.2,70,75,12.75,broken clouds
216,Little Current,CA,2020-10-25 15:54:11,45.98,-81.92,37.99,86,90,6.93,overcast clouds
217,Poum,NC,2020-10-25 15:54:13,-20.23,164.02,76.03,76,29,20.85,scattered clouds
218,Antalaha,MG,2020-10-25 15:54:13,-14.9,50.28,73.87,76,0,9.89,clear sky
219,Hamilton,US,2020-10-25 15:51:15,39.18,-84.53,48.0,87,90,8.05,overcast clouds
220,Huarmey,PE,2020-10-25 15:54:16,-10.07,-78.15,69.26,67,4,10.65,clear sky
221,Vodnyy,RU,2020-10-25 15:54:17,63.5,53.41,22.73,97,90,1.83,overcast clouds
222,Omboue,GA,2020-10-25 15:54:19,-1.57,9.26,79.54,79,91,11.03,overcast clouds
223,Avarua,CK,2020-10-25 15:54:19,-21.21,-159.78,73.4,73,80,10.29,broken clouds
224,San Quintin,MX,2020-10-25 15:54:21,30.48,-115.95,66.38,72,96,10.45,overcast clouds
225,Kolpny,RU,2020-10-25 15:54:22,52.23,37.04,48.11,85,8,5.84,clear sky
226,Tuatapere,NZ,2020-10-25 15:54:23,-46.13,167.68,45.0,96,100,4.79,overcast clouds
227,Damghan,IR,2020-10-25 15:51:32,36.17,54.35,60.82,32,0,3.94,clear sky
228,Redcar,GB,2020-10-25 15:54:26,54.62,-1.06,52.0,62,20,20.8,few clouds
229,Pangnirtung,CA,2020-10-25 15:54:27,66.15,-65.71,16.23,83,21,3.58,few clouds
230,Snezhnogorsk,RU,2020-10-25 15:54:28,69.19,33.25,28.4,100,75,2.24,broken clouds
231,Natchez,US,2020-10-25 15:50:16,31.56,-91.4,57.2,87,90,3.36,overcast clouds
232,Port Keats,AU,2020-10-25 15:54:31,-14.25,129.55,82.22,80,25,10.04,scattered clouds
233,Baturaja,ID,2020-10-25 15:51:35,-4.13,104.17,73.78,90,100,2.95,overcast clouds
234,Road Town,VG,2020-10-25 15:54:32,18.42,-64.62,87.8,70,40,11.41,scattered clouds
235,Villarrica,PY,2020-10-25 15:54:32,-25.75,-56.43,101.34,26,0,4.63,clear sky
236,Panjab,AF,2020-10-25 15:54:33,34.39,67.02,29.52,67,0,2.75,clear sky
237,Cidreira,BR,2020-10-25 15:54:35,-30.18,-50.21,72.52,79,52,20.2,broken clouds
238,Manga,BF,2020-10-25 15:54:36,11.66,-1.07,96.26,18,91,10.27,overcast clouds
239,Kohlu,PK,2020-10-25 15:54:38,29.9,69.25,58.86,28,0,2.68,clear sky
240,Pochutla,MX,2020-10-25 15:54:39,15.74,-96.47,87.01,74,5,2.86,clear sky
241,Chuy,UY,2020-10-25 15:53:20,-33.7,-53.46,73.42,75,100,12.57,overcast clouds
242,Kargasok,RU,2020-10-25 15:54:40,59.06,80.86,25.12,96,100,13.04,overcast clouds
243,Lady Frere,ZA,2020-10-25 15:54:42,-31.7,27.23,66.4,67,53,14.83,broken clouds
244,Uusikaupunki,FI,2020-10-25 15:54:43,60.8,21.41,46.4,93,90,6.93,light intensity drizzle
245,Saint George,US,2020-10-25 15:54:45,37.1,-113.58,63.0,54,0,4.7,clear sky
246,Wagar,SD,2020-10-25 15:54:47,16.15,36.2,96.75,18,50,5.01,scattered clouds
247,Cruz Alta,BR,2020-10-25 15:54:48,-28.64,-53.61,87.82,42,1,2.55,clear sky
248,Nisia Floresta,BR,2020-10-25 15:54:48,-6.09,-35.21,87.8,62,20,18.34,few clouds
249,Berlevag,NO,2020-10-25 15:54:49,70.86,29.09,35.6,80,75,9.17,broken clouds
250,Rocha,UY,2020-10-25 15:54:50,-34.48,-54.33,74.8,74,98,13.78,overcast clouds
251,Dingle,PH,2020-10-25 15:54:51,11.0,122.67,76.23,91,100,16.75,heavy intensity rain
252,Hofn,IS,2020-10-25 15:54:53,64.25,-15.21,46.4,70,90,12.75,shower rain
253,Kalevala,RU,2020-10-25 15:54:55,65.2,31.17,31.86,96,99,2.37,overcast clouds
254,Husavik,IS,2020-10-25 15:54:55,66.04,-17.34,42.8,87,75,11.41,broken clouds
255,Ugoofaaru,MV,2020-10-25 15:54:57,5.67,73.0,81.82,78,76,19.01,moderate rain
256,Kailua,US,2020-10-25 15:50:57,21.4,-157.74,77.0,94,40,2.98,scattered clouds
257,Billings,US,2020-10-25 15:53:51,45.78,-108.5,12.0,78,75,3.11,broken clouds
258,Jinji,CN,2020-10-25 15:55:00,23.23,110.83,68.31,69,89,2.93,overcast clouds
259,Vina Del Mar,CL,2020-10-25 15:55:00,-33.02,-71.55,60.01,77,75,4.7,broken clouds
260,Kitimat,CA,2020-10-25 15:55:00,54.05,-128.65,30.0,81,100,0.98,light snow
261,Coxim,BR,2020-10-25 15:55:01,-18.51,-54.76,95.41,42,88,10.56,overcast clouds
262,Masasi,TZ,2020-10-25 15:55:02,-10.72,38.8,80.37,57,50,9.98,scattered clouds
263,Kiruna,SE,2020-10-25 15:55:03,67.86,20.23,28.4,92,90,6.93,light snow
264,Teknaf,BD,2020-10-25 15:55:06,20.86,92.31,78.67,85,99,3.11,overcast clouds
265,Wencheng,CN,2020-10-25 15:55:07,33.06,113.8,60.44,47,45,2.98,light rain
266,Ziro,IN,2020-10-25 15:55:09,27.63,93.83,51.87,100,4,1.54,clear sky
267,Ostersund,SE,2020-10-25 15:51:06,63.18,14.64,39.99,100,100,6.93,mist
268,Davila,PH,2020-10-25 15:55:10,18.47,120.58,80.6,88,75,13.87,light intensity shower rain
269,Kavieng,PG,2020-10-25 15:55:11,-2.57,150.8,80.04,84,97,16.84,heavy intensity rain
270,Salalah,OM,2020-10-25 15:55:11,17.02,54.09,82.4,58,0,3.36,clear sky
271,Nagaur,IN,2020-10-25 15:55:12,27.2,73.73,79.34,22,0,9.93,clear sky
272,Pinawa,CA,2020-10-25 15:55:13,50.15,-95.88,26.15,90,99,7.74,overcast clouds
